지점,지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),전운량(10분위)
129,서산,2021-02-03 2:00,-7,1.3,50,72,0
129,서산,2021-02-03 3:00,-8.6,0.5,70,79,0
129,서산,2021-02-03 4:00,-9.5,0.5,70,82,0
129,서산,2021-02-03 5:00,-10.4,0,0,86,0
129,서산,2021-02-03 6:00,-10.4,1,90,86,0
129,서산,2021-02-03 7:00,-10.7,0,0,88,0
129,서산,2021-02-03 8:00,-10.1,0.5,140,88,1
129,서산,2021-02-03 9:00,-7.2,0.4,0,76,0
129,서산,2021-02-03 10:00,-4.6,0.1,0,68,0
129,서산,2021-02-03 11:00,-1.8,0.8,270,59,1
129,서산,2021-02-03 12:00,-0.4,3,200,52,0
129,서산,2021-02-03 13:00,0.6,3.9,180,52,0
129,서산,2021-02-03 14:00,0.5,4.2,230,60,4
129,서산,2021-02-03 15:00,1.1,4.5,200,58,6
129,서산,2021-02-03 16:00,1.5,3.7,200,55,2
129,서산,2021-02-03 17:00,1.1,3.7,200,63,0
129,서산,2021-02-03 18:00,0.2,2.8,180,67,6
129,서산,2021-02-03 19:00,-0.3,3.2,180,70,0
129,서산,2021-02-03 20:00,-0.3,3.7,180,72,6
129,서산,2021-02-03 21:00,0.3,2.5,180,73,9
129,서산,2021-02-03 22:00,-0.1,2.8,230,93,8
129,서산,2021-02-03 23:00,0.3,2,250,96,9
129,서산,2021-02-04 0:00,0.3,1.1,180,96,7
129,서산,2021-02-04 1:00,1.5,6.4,320,98,9
129,서산,2021-02-04 2:00,1.4,5.3,340,82,8
129,서산,2021-02-04 3:00,-0.8,2.6,360,75,0
129,서산,2021-02-04 4:00,-2.7,2.1,360,66,1
129,서산,2021-02-04 5:00,-3.4,2.3,360,58,2
129,서산,2021-02-04 6:00,-3.7,3.1,340,54,6
129,서산,2021-02-04 7:00,-4.6,2.1,360,51,2
129,서산,2021-02-04 8:00,-6.7,0.5,90,61,8
129,서산,2021-02-04 9:00,-3.9,2.1,70,48,0
129,서산,2021-02-04 10:00,-2.1,2.6,320,44,0
129,서산,2021-02-04 11:00,-1,1,290,45,0
129,서산,2021-02-04 12:00,-0.1,2.4,340,37,3
129,서산,2021-02-04 13:00,0.5,2.6,20,36,0
129,서산,2021-02-04 14:00,0.9,2.4,340,34,0
129,서산,2021-02-04 15:00,1.2,1.8,360,37,0
129,서산,2021-02-04 16:00,2,1,200,37,0
129,서산,2021-02-04 17:00,1.3,0.6,230,37,6
129,서산,2021-02-04 18:00,-1.2,0.8,270,56,0
129,서산,2021-02-04 19:00,-1.4,2.3,270,53,0
129,서산,2021-02-04 20:00,-3.9,1,180,68,5
129,서산,2021-02-04 21:00,-3.6,1.7,110,65,0
129,서산,2021-02-04 22:00,-5.8,0.1,0,81,0
129,서산,2021-02-04 23:00,-5.8,0.3,0,81,0
129,서산,2021-02-05 0:00,-5.9,0.2,0,83,0
129,서산,2021-02-05 1:00,-6.3,0.5,340,85,4
129,서산,2021-02-05 2:00,-5.9,1.1,20,84,1
129,서산,2021-02-05 3:00,-5.1,0.5,360,86,0
129,서산,2021-02-05 4:00,-4.4,0.2,0,87,1
129,서산,2021-02-05 5:00,-4.9,0.1,0,89,10
129,서산,2021-02-05 6:00,-5.1,0,0,90,7
129,서산,2021-02-05 7:00,-5.3,0.5,250,91,5
129,서산,2021-02-05 8:00,-3.5,0.9,230,93,6
129,서산,2021-02-05 9:00,-1.1,1.8,250,88,7
129,서산,2021-02-05 10:00,1.1,2.4,200,80,10
129,서산,2021-02-05 11:00,2.4,4.3,200,70,10
129,서산,2021-02-05 12:00,3.9,4.8,180,68,4
129,서산,2021-02-05 13:00,5,3.4,200,71,6
129,서산,2021-02-05 14:00,5.3,3.5,180,73,8
129,서산,2021-02-05 15:00,4.7,4.2,180,74,7
129,서산,2021-02-05 16:00,5.3,3.5,180,73,8
129,서산,2021-02-05 17:00,4.1,3.8,180,78,10
129,서산,2021-02-05 18:00,3.1,2.7,180,74,9
129,서산,2021-02-05 19:00,2.8,2.1,180,63,8
129,서산,2021-02-05 20:00,2.5,1.4,200,58,7
129,서산,2021-02-05 21:00,2.6,2.4,180,61,0
129,서산,2021-02-05 22:00,1.7,1.6,230,67,6
129,서산,2021-02-05 23:00,2,1.3,250,69,9
129,서산,2021-02-06 0:00,2.4,1.5,230,69,9
129,서산,2021-02-06 1:00,2.6,1.6,230,70,9
129,서산,2021-02-06 2:00,2.8,1.6,200,68,7
129,서산,2021-02-06 3:00,3,1,200,68,7
129,서산,2021-02-06 4:00,3.7,2.3,180,70,7
129,서산,2021-02-06 5:00,3.9,1.6,200,76,8
129,서산,2021-02-06 6:00,4.6,2.2,200,82,9
129,서산,2021-02-06 7:00,4.4,1.2,200,84,6
129,서산,2021-02-06 8:00,5.2,2.4,180,87,8
129,서산,2021-02-06 9:00,5.5,1.7,180,88,9
129,서산,2021-02-06 10:00,6.1,2.6,180,88,8
129,서산,2021-02-06 11:00,7.3,3.1,200,86,8
129,서산,2021-02-06 12:00,7.9,3.7,200,85,8
129,서산,2021-02-06 13:00,8.4,4.5,200,84,9
129,서산,2021-02-06 14:00,8.6,4.3,200,83,9
129,서산,2021-02-06 15:00,8.3,4,200,85,9
129,서산,2021-02-06 16:00,7.7,4.7,230,87,9
129,서산,2021-02-06 17:00,7.9,3.6,200,87,8
129,서산,2021-02-06 18:00,7.3,3.9,200,90,10
129,서산,2021-02-06 19:00,7.2,4,180,91,10
129,서산,2021-02-06 20:00,6.8,3.8,200,92,9
129,서산,2021-02-06 21:00,6.6,3.6,200,93,9
129,서산,2021-02-06 22:00,6.6,3.7,200,94,9
129,서산,2021-02-06 23:00,6.5,2.9,180,94,8
129,서산,2021-02-07 0:00,6.3,2.3,200,94,7
129,서산,2021-02-07 1:00,5.7,1.7,200,92,9
129,서산,2021-02-07 2:00,5,1.4,200,94,10
129,서산,2021-02-07 3:00,4.4,0.9,180,96,9
129,서산,2021-02-07 4:00,3.7,0,0,96,8
129,서산,2021-02-07 5:00,3,0.4,0,97,10
129,서산,2021-02-07 6:00,1.7,0,0,97,9
129,서산,2021-02-07 7:00,1.5,0.7,50,98,9
129,서산,2021-02-07 8:00,2.7,1.6,340,98,9
129,서산,2021-02-07 9:00,3,1.4,20,98,9
129,서산,2021-02-07 10:00,3.1,0.5,290,98,8
129,서산,2021-02-07 11:00,3.4,1.8,360,98,9
129,서산,2021-02-07 12:00,4.5,1.9,360,93,9
129,서산,2021-02-07 13:00,5.1,2.8,360,78,7
129,서산,2021-02-07 14:00,7,3.2,340,63,0
129,서산,2021-02-07 15:00,6.6,3.2,340,56,1
129,서산,2021-02-07 16:00,5.8,4.6,320,44,0
129,서산,2021-02-07 17:00,4.6,3.4,320,40,0
129,서산,2021-02-07 18:00,3.3,2.9,320,42,3
129,서산,2021-02-07 19:00,1.9,2,270,49,1
129,서산,2021-02-07 20:00,1.4,2.4,320,56,3
129,서산,2021-02-07 21:00,0.6,2.1,320,63,0
129,서산,2021-02-07 22:00,0,4.8,340,58,0
129,서산,2021-02-07 23:00,-1,3.7,340,55,0
129,서산,2021-02-08 0:00,-1.2,3.6,340,52,0
129,서산,2021-02-08 1:00,-1.4,3.4,340,52,0
129,서산,2021-02-08 2:00,-1.6,3.5,340,51,0
129,서산,2021-02-08 3:00,-1.9,2.7,340,51,0
129,서산,2021-02-08 4:00,-2.2,2.2,340,54,0
129,서산,2021-02-08 5:00,-2.6,2.6,340,57,0
129,서산,2021-02-08 6:00,-3,1.7,340,59,0
129,서산,2021-02-08 7:00,-3.1,3.1,340,59,0
129,서산,2021-02-08 8:00,-3.1,3.4,340,52,0
129,서산,2021-02-08 9:00,-2.2,4.5,340,47,0
129,서산,2021-02-08 10:00,-1.1,3.9,340,38,0
129,서산,2021-02-08 11:00,-1,5,360,31,0
129,서산,2021-02-08 12:00,-0.6,4.8,360,33,0
129,서산,2021-02-08 13:00,-0.4,5.3,340,33,1
129,서산,2021-02-08 14:00,-0.2,5.5,340,34,0
129,서산,2021-02-08 15:00,0,5.6,320,36,0
129,서산,2021-02-08 16:00,0.1,5.5,320,35,0
129,서산,2021-02-08 17:00,-0.2,5.5,320,36,0
129,서산,2021-02-08 18:00,-1.3,3.4,320,42,0
129,서산,2021-02-08 19:00,-1.8,2.3,320,44,0
129,서산,2021-02-08 20:00,-1.9,2.4,320,45,0
129,서산,2021-02-08 21:00,-2.1,2.8,320,45,0
129,서산,2021-02-08 22:00,-2.6,1.2,340,50,0
129,서산,2021-02-08 23:00,-2.6,2.5,340,47,0
129,서산,2021-02-09 0:00,-2.8,1.3,340,50,0
129,서산,2021-02-09 1:00,-3.2,1.5,20,52,0
129,서산,2021-02-09 2:00,-4.5,1.2,110,58,0
129,서산,2021-02-09 3:00,-5.5,0.2,0,67,0
129,서산,2021-02-09 4:00,-6.6,1,70,74,0
129,서산,2021-02-09 5:00,-7.3,0.3,0,79,0
129,서산,2021-02-09 6:00,-7,0.4,0,78,0
129,서산,2021-02-09 7:00,-7.8,0.8,160,81,0
129,서산,2021-02-09 8:00,-7.5,0,0,83,0
129,서산,2021-02-09 9:00,-3.9,0.7,270,67,0
129,서산,2021-02-09 10:00,-0.6,1.6,200,58,0
129,서산,2021-02-09 11:00,1.4,1.2,270,55,0
129,서산,2021-02-09 12:00,2.8,2,230,47,0
129,서산,2021-02-09 13:00,3.8,2.6,200,45,0
129,서산,2021-02-09 14:00,4.8,2.7,230,47,0
129,서산,2021-02-09 15:00,4.9,2.9,230,42,0
129,서산,2021-02-09 16:00,4.9,2.6,200,36,0
129,서산,2021-02-09 17:00,4,3.3,180,34,1
129,서산,2021-02-09 18:00,1.9,2.3,230,43,0
129,서산,2021-02-09 19:00,-0.2,1,180,53,0
129,서산,2021-02-09 20:00,-1.3,0.9,200,61,0
129,서산,2021-02-09 21:00,-2.3,0.2,0,72,0
129,서산,2021-02-09 22:00,-3.4,0,0,74,0
129,서산,2021-02-09 23:00,-3.8,0,0,79,0
129,서산,2021-02-10 0:00,-3.5,0.2,0,78,0
129,서산,2021-02-10 1:00,-3.8,0,0,80,0
129,서산,2021-02-10 2:00,-4,0.4,0,82,0
129,서산,2021-02-10 3:00,-3.9,0.3,0,87,0
129,서산,2021-02-10 4:00,-3.5,0,0,91,0
129,서산,2021-02-10 5:00,-3.7,0.6,50,90,8
129,서산,2021-02-10 6:00,-3.6,0.4,0,91,0
129,서산,2021-02-10 7:00,-3.1,0.1,0,92,10
129,서산,2021-02-10 8:00,-2.3,0.2,0,92,7
129,서산,2021-02-10 9:00,-0.4,0.5,200,92,9
129,서산,2021-02-10 10:00,2.2,1.5,200,83,9
129,서산,2021-02-10 11:00,4,2.4,200,75,9
129,서산,2021-02-10 12:00,5.3,3,200,70,8
129,서산,2021-02-10 13:00,6.2,2.9,180,68,8
129,서산,2021-02-10 14:00,6.7,3.3,200,68,9
129,서산,2021-02-10 15:00,6.8,3.2,200,68,9
129,서산,2021-02-10 16:00,6.4,2.9,200,71,9
129,서산,2021-02-10 17:00,5.9,2.9,200,73,8
129,서산,2021-02-10 18:00,4.8,1.9,180,78,0
129,서산,2021-02-10 19:00,3.1,0.8,250,84,0
129,서산,2021-02-10 20:00,3.2,1.2,200,87,2
129,서산,2021-02-10 21:00,2.3,1.2,180,91,1
129,서산,2021-02-10 22:00,0.7,0.1,0,93,6
129,서산,2021-02-10 23:00,0.3,0.3,0,95,7
129,서산,2021-02-11 0:00,-0.1,0.1,0,96,6
129,서산,2021-02-11 1:00,0.9,0.4,0,98,5
129,서산,2021-02-11 2:00,1.4,0.6,50,97,10
129,서산,2021-02-11 3:00,2.5,0.1,0,97,10
129,서산,2021-02-11 4:00,2.2,0.1,0,96,9
129,서산,2021-02-11 5:00,2.4,0.6,230,97,9
129,서산,2021-02-11 6:00,1.7,0.3,0,98,8
129,서산,2021-02-11 7:00,1.8,0.1,0,98,8
129,서산,2021-02-11 8:00,2,0.7,50,98,7
129,서산,2021-02-11 9:00,1.9,0.7,50,98,6
129,서산,2021-02-11 10:00,4,0.2,0,98,6
129,서산,2021-02-11 11:00,7,0.9,360,72,5
129,서산,2021-02-11 12:00,9.3,1.7,50,58,6
129,서산,2021-02-11 13:00,10.4,1.7,360,52,7
129,서산,2021-02-11 14:00,10.7,2,20,45,7
129,서산,2021-02-11 15:00,11.1,2.1,50,44,6
129,서산,2021-02-11 16:00,11,2,70,42,8
129,서산,2021-02-11 17:00,10.1,2.3,50,44,9
129,서산,2021-02-11 18:00,8.6,0.4,0,55,10
129,서산,2021-02-11 19:00,6.1,0,0,61,10
129,서산,2021-02-11 20:00,5,0.4,0,70,10
129,서산,2021-02-11 21:00,4.2,0.5,50,74,10
129,서산,2021-02-11 22:00,3.4,0.8,70,79,10
129,서산,2021-02-11 23:00,2.2,0.8,70,84,9
129,서산,2021-02-12 0:00,2.3,1.3,70,86,10
129,서산,2021-02-12 1:00,2.3,0.7,50,86,10
129,서산,2021-02-12 2:00,1.4,0.8,70,90,10
129,서산,2021-02-12 3:00,-0.2,0,0,91,9
129,서산,2021-02-12 4:00,-0.6,0,0,93,10
129,서산,2021-02-12 5:00,0.1,0.7,90,93,10
129,서산,2021-02-12 6:00,-0.7,0,0,92,10
129,서산,2021-02-12 7:00,-1,0,0,94,5
129,서산,2021-02-12 8:00,-1.1,0.5,90,95,7
129,서산,2021-02-12 9:00,1.6,0,0,90,4
129,서산,2021-02-12 10:00,5.5,1.1,290,72,5
129,서산,2021-02-12 11:00,9.6,1.1,180,53,3
129,서산,2021-02-12 12:00,11.6,1.2,250,48,0
129,서산,2021-02-12 13:00,13.5,1.4,270,33,0
129,서산,2021-02-12 14:00,14.2,1.5,230,28,0
129,서산,2021-02-12 15:00,14.3,2.2,270,42,0
129,서산,2021-02-12 16:00,12.1,2.2,340,47,0
129,서산,2021-02-12 17:00,10.6,1.8,360,50,0
129,서산,2021-02-12 18:00,7.5,1.6,360,62,3
129,서산,2021-02-12 19:00,5.9,0.6,50,70,1
129,서산,2021-02-12 20:00,4.3,1.5,50,77,3
129,서산,2021-02-12 21:00,3.3,1,20,82,6
129,서산,2021-02-12 22:00,2.7,1,50,83,1
129,서산,2021-02-12 23:00,0.9,1,70,88,1
129,서산,2021-02-13 0:00,-0.6,0.4,0,90,0
129,서산,2021-02-13 1:00,-1,0,0,91,0
129,서산,2021-02-13 2:00,0.7,1.6,50,91,4
129,서산,2021-02-13 3:00,1.4,1.4,70,85,5
129,서산,2021-02-13 4:00,-0.5,1.5,50,92,9
129,서산,2021-02-13 5:00,-2.1,0.5,50,92,8
129,서산,2021-02-13 6:00,-1.4,0.7,50,94,8
129,서산,2021-02-13 7:00,-2.6,0.1,0,92,8
129,서산,2021-02-13 8:00,-1.5,0.6,70,95,0
129,서산,2021-02-13 9:00,2.1,1.8,50,82,8
129,서산,2021-02-13 10:00,5.1,0.7,20,66,1
129,서산,2021-02-13 11:00,8.9,1,360,57,2
129,서산,2021-02-13 12:00,12.1,1.4,340,37,0
129,서산,2021-02-13 13:00,13.6,1.7,320,32,0
129,서산,2021-02-13 14:00,15.5,1.5,340,23,1
129,서산,2021-02-13 15:00,16.2,1.1,250,24,1
129,서산,2021-02-13 16:00,14.6,2.5,360,41,0
129,서산,2021-02-13 17:00,10.9,2.8,360,57,0
129,서산,2021-02-13 18:00,7.5,2.2,20,63,0
129,서산,2021-02-13 19:00,5.4,2.3,20,72,0
129,서산,2021-02-13 20:00,4.1,1,50,79,6
129,서산,2021-02-13 21:00,2.6,1.5,50,81,5
129,서산,2021-02-13 22:00,3.4,1.6,70,69,5
129,서산,2021-02-13 23:00,3.7,1.5,70,64,8
129,서산,2021-02-14 0:00,4.5,1,20,59,10
129,서산,2021-02-14 1:00,4.9,1.1,20,59,9
129,서산,2021-02-14 2:00,5.2,0.7,20,59,8
129,서산,2021-02-14 3:00,5.8,1.3,20,58,10
129,서산,2021-02-14 4:00,5.3,0.5,20,65,9
129,서산,2021-02-14 5:00,4.6,0.3,0,75,7
129,서산,2021-02-14 6:00,4.2,1.2,70,78,9
129,서산,2021-02-14 7:00,2.9,0.5,110,84,7
129,서산,2021-02-14 8:00,3.1,0.2,0,87,9
129,서산,2021-02-14 9:00,5.1,1.4,110,69,9
129,서산,2021-02-14 10:00,7.5,1.8,250,62,7
129,서산,2021-02-14 11:00,9.2,1.3,230,57,9
129,서산,2021-02-14 12:00,10.6,1.7,250,53,10
129,서산,2021-02-14 13:00,10.3,1.5,230,53,
129,서산,2021-02-14 14:00,11.9,1.9,180,48,10
129,서산,2021-02-14 15:00,12.2,1.5,230,49,10
129,서산,2021-02-14 16:00,11.8,1.9,250,47,10
129,서산,2021-02-14 17:00,11.3,1.2,200,47,10
129,서산,2021-02-14 18:00,10.5,0.8,180,51,9
129,서산,2021-02-14 19:00,9.1,0.7,250,57,8
129,서산,2021-02-14 20:00,7.8,0.4,0,70,9
129,서산,2021-02-14 21:00,6.3,0.4,0,75,9
129,서산,2021-02-14 22:00,6.7,1.3,180,69,9
129,서산,2021-02-14 23:00,5.9,0.5,200,75,10
129,서산,2021-02-15 0:00,5.6,0.9,200,78,9
129,서산,2021-02-15 1:00,5.4,0.1,0,79,8
129,서산,2021-02-15 2:00,5.4,1.2,180,79,9
129,서산,2021-02-15 3:00,5.2,0.8,180,80,2
129,서산,2021-02-15 4:00,5,0.6,270,85,10
129,서산,2021-02-15 5:00,5.3,0.5,270,90,10
129,서산,2021-02-15 6:00,5.4,1.9,250,94,8
129,서산,2021-02-15 7:00,4.3,6.6,320,94,10
129,서산,2021-02-15 8:00,3.2,4.9,290,86,8
129,서산,2021-02-15 9:00,1.8,6,290,87,8
129,서산,2021-02-15 10:00,1.2,5,290,81,9
129,서산,2021-02-15 11:00,1.7,6.1,290,69,7
129,서산,2021-02-15 12:00,2.3,7.1,290,62,8
129,서산,2021-02-15 13:00,2.9,8,290,52,7
129,서산,2021-02-15 14:00,0.7,9.2,320,51,8
129,서산,2021-02-15 15:00,0.7,8.6,320,51,6
129,서산,2021-02-15 16:00,0.5,8.3,290,51,4
129,서산,2021-02-15 17:00,-0.7,7.1,320,56,7
129,서산,2021-02-15 18:00,-1.8,5.4,320,62,10
129,서산,2021-02-15 19:00,-2,5.4,290,62,10
129,서산,2021-02-15 20:00,-1.8,3.6,290,61,10
129,서산,2021-02-15 21:00,-1.7,6.5,290,55,9
129,서산,2021-02-15 22:00,-1.6,5.2,290,54,9
129,서산,2021-02-15 23:00,-1.6,5.3,290,52,9
129,서산,2021-02-16 0:00,-1.6,6,320,54,9
129,서산,2021-02-16 1:00,-1.8,3.6,320,57,0
129,서산,2021-02-16 2:00,-2.3,3,320,59,0
129,서산,2021-02-16 3:00,-2.6,3.7,340,56,0
129,서산,2021-02-16 4:00,-3.9,1.5,50,57,0
129,서산,2021-02-16 5:00,-4.9,1.6,140,62,0
129,서산,2021-02-16 6:00,-5.8,0.5,290,74,0
129,서산,2021-02-16 7:00,-6.6,0,0,77,0
129,서산,2021-02-16 8:00,-6.2,0.4,0,76,2
129,서산,2021-02-16 9:00,-2.9,0.1,0,58,2
129,서산,2021-02-16 10:00,-1.3,1.4,70,47,6
129,서산,2021-02-16 11:00,-0.1,1.6,90,41,6
129,서산,2021-02-16 12:00,0.5,0.9,70,43,8
129,서산,2021-02-16 13:00,-2.8,3.3,20,75,10
129,서산,2021-02-16 14:00,-4,2.9,20,87,10
129,서산,2021-02-16 15:00,-3.3,3.2,20,83,10
129,서산,2021-02-16 16:00,-2,4.2,340,72,9
129,서산,2021-02-16 17:00,-2.2,3.9,340,53,6
129,서산,2021-02-16 18:00,-3,4.7,320,52,0
129,서산,2021-02-16 19:00,-3.5,3.3,290,50,1
129,서산,2021-02-16 20:00,-3.3,5.5,320,46,5
129,서산,2021-02-16 21:00,-3.9,4.7,320,45,3
129,서산,2021-02-16 22:00,-3.9,5.5,320,47,7
129,서산,2021-02-16 23:00,-4.3,5,320,49,9
129,서산,2021-02-17 0:00,-5,6.2,320,58,10
129,서산,2021-02-17 1:00,-5.4,7.7,320,45,
129,서산,2021-02-17 2:00,-5.4,5.5,320,47,1
129,서산,2021-02-17 3:00,-5.5,5.4,320,45,3
129,서산,2021-02-17 4:00,-6.1,7.1,320,45,2
129,서산,2021-02-17 5:00,-6.5,6.3,320,48,1
129,서산,2021-02-17 6:00,-6.4,6.6,320,49,9
129,서산,2021-02-17 7:00,-7,5.8,340,52,9
129,서산,2021-02-17 8:00,-7,4.7,340,54,8
129,서산,2021-02-17 9:00,-6.8,5.6,340,53,8
129,서산,2021-02-17 10:00,-7,5.8,340,58,7
129,서산,2021-02-17 11:00,-6.3,7,320,54,8
129,서산,2021-02-17 12:00,-5.8,7.4,320,50,7
129,서산,2021-02-17 13:00,-5.3,7.3,320,48,7
129,서산,2021-02-17 14:00,-5.1,7.8,320,50,7
129,서산,2021-02-17 15:00,-4.5,6.9,320,51,7
129,서산,2021-02-17 16:00,-5.3,7.5,320,45,5
129,서산,2021-02-17 17:00,-5.5,5.9,290,50,6
129,서산,2021-02-17 18:00,-5.9,6.3,320,55,7
129,서산,2021-02-17 19:00,-5.9,6.7,320,59,10
129,서산,2021-02-17 20:00,-5.8,6.4,320,60,10
129,서산,2021-02-17 21:00,-6.2,7.3,320,55,10
129,서산,2021-02-17 22:00,-6.4,5.4,340,56,9
129,서산,2021-02-17 23:00,-6.4,4.9,340,55,9
129,서산,2021-02-18 0:00,-6.5,5.6,320,54,9
129,서산,2021-02-18 1:00,-6.6,5.3,320,58,10
129,서산,2021-02-18 2:00,-6.6,5,320,55,9
129,서산,2021-02-18 3:00,-6.9,4.6,340,55,8
129,서산,2021-02-18 4:00,-6.7,5.4,320,56,8
129,서산,2021-02-18 5:00,-7.2,4.4,320,56,0
129,서산,2021-02-18 6:00,-7.2,4.8,340,52,0
129,서산,2021-02-18 7:00,-7.2,4.2,340,54,0
129,서산,2021-02-18 8:00,-6.3,4.3,340,51,0
129,서산,2021-02-18 9:00,-4.6,5.5,340,49,0
129,서산,2021-02-18 10:00,-3.4,5.8,320,49,5
129,서산,2021-02-18 11:00,-2.7,6.4,320,42,6
129,서산,2021-02-18 12:00,-2,7.3,320,42,6
129,서산,2021-02-18 13:00,-1,7.1,320,41,4
129,서산,2021-02-18 14:00,-0.1,6.2,290,42,2
129,서산,2021-02-18 15:00,-0.3,5.6,340,40,4
129,서산,2021-02-18 16:00,0.4,5.7,290,42,5
129,서산,2021-02-18 17:00,-0.6,5.4,290,48,6
129,서산,2021-02-18 18:00,-1.8,3.9,320,51,1
129,서산,2021-02-18 19:00,-2.5,2.1,320,56,0
129,서산,2021-02-18 20:00,-3.9,0.9,270,62,0
129,서산,2021-02-18 21:00,-3.5,0.7,290,64,0
129,서산,2021-02-18 22:00,-5,0.4,0,74,0
129,서산,2021-02-18 23:00,-6.5,0.2,0,79,0
129,서산,2021-02-19 0:00,-6.5,0,0,81,0
129,서산,2021-02-19 1:00,-7.1,0.4,0,84,0
129,서산,2021-02-19 2:00,-7.6,0.6,320,85,0
129,서산,2021-02-19 3:00,-7.7,0.6,70,87,0
129,서산,2021-02-19 4:00,-7.8,1,50,87,0
129,서산,2021-02-19 5:00,-7.9,0.2,0,87,0
129,서산,2021-02-19 6:00,-8.4,0,0,88,0
129,서산,2021-02-19 7:00,-8.1,0.2,0,88,0
129,서산,2021-02-19 8:00,-7.1,0,0,88,0
129,서산,2021-02-19 9:00,-3.7,0.2,0,79,0
129,서산,2021-02-19 10:00,2,3.3,180,71,0
129,서산,2021-02-19 11:00,4.5,5,200,61,0
129,서산,2021-02-19 12:00,5.2,6,200,60,2
129,서산,2021-02-19 13:00,6.2,5.9,200,59,0
129,서산,2021-02-19 14:00,6.9,7.1,200,59,0
129,서산,2021-02-19 15:00,7.6,6.6,200,59,0
129,서산,2021-02-19 16:00,7.3,6.7,200,64,0
129,서산,2021-02-19 17:00,7.2,6.8,200,68,0
129,서산,2021-02-19 18:00,6,5.7,200,74,0
129,서산,2021-02-19 19:00,5.3,5,200,78,0
129,서산,2021-02-19 20:00,5.1,5.9,200,79,0
129,서산,2021-02-19 21:00,4.7,4.8,200,82,0
129,서산,2021-02-19 22:00,4.7,4.1,200,83,0
129,서산,2021-02-19 23:00,4.9,4.4,200,84,4
129,서산,2021-02-20 0:00,5,4.2,200,86,5
129,서산,2021-02-20 1:00,5.2,5.3,180,87,8
129,서산,2021-02-20 2:00,5.2,4.6,200,89,6
129,서산,2021-02-20 3:00,5.7,4.6,200,88,0
129,서산,2021-02-20 4:00,6.2,4.7,200,86,0
129,서산,2021-02-20 5:00,5.8,2.6,180,87,0
129,서산,2021-02-20 6:00,5.4,2.6,180,88,5
