지점,지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),전운량(10분위)
129,서산,2015-02-28 23:00,2.7,.3,0,71,
129,서산,2015-03-01 00:00,3,1.2,180,66,
129,서산,2015-03-01 01:00,2.6,.4,0,68,
129,서산,2015-03-01 02:00,3,2.1,290,64,
129,서산,2015-03-01 03:00,2.8,3.5,320,62,
129,서산,2015-03-01 04:00,1.9,.7,290,75,
129,서산,2015-03-01 05:00,1.4,.1,0,79,
129,서산,2015-03-01 06:00,1.4,1.9,320,88,
129,서산,2015-03-01 07:00,1.2,.8,270,92,
129,서산,2015-03-01 08:00,1.7,2.7,290,89,
129,서산,2015-03-01 09:00,2.3,3.2,290,80,8
129,서산,2015-03-01 10:00,3.8,2.8,270,76,7
129,서산,2015-03-01 11:00,4.7,4.4,290,60,7
129,서산,2015-03-01 12:00,6.1,5.1,290,57,6
129,서산,2015-03-01 13:00,4.8,5.1,290,63,6
129,서산,2015-03-01 14:00,4.5,6.2,320,62,5
129,서산,2015-03-01 15:00,4.4,6.5,320,53,5
129,서산,2015-03-01 16:00,4.3,5,290,59,5
129,서산,2015-03-01 17:00,4.1,5.8,290,54,5
129,서산,2015-03-01 18:00,3.2,6.1,290,60,3
129,서산,2015-03-01 19:00,2.2,4.2,270,58,0
129,서산,2015-03-01 20:00,1.7,3.6,290,58,0
129,서산,2015-03-01 21:00,1.3,3.2,270,63,0
129,서산,2015-03-01 22:00,0,1.9,230,70,0
129,서산,2015-03-01 23:00,-1.9,.7,180,79,0
129,서산,2015-03-02 00:00,-2.4,.3,0,83,0
129,서산,2015-03-02 01:00,-3.1,.1,0,86,
129,서산,2015-03-02 02:00,-3.6,.3,0,89,
129,서산,2015-03-02 03:00,-4.5,0,0,91,0
129,서산,2015-03-02 04:00,-5,.5,,93,0
129,서산,2015-03-02 05:00,-4.7,.2,0,93,0
129,서산,2015-03-02 06:00,-5,.2,0,92,0
129,서산,2015-03-02 07:00,-5,.9,50,93,0
129,서산,2015-03-02 08:00,-3.7,.5,50,92,0
129,서산,2015-03-02 09:00,.8,.9,230,86,0
129,서산,2015-03-02 10:00,4.2,3.8,180,71,0
129,서산,2015-03-02 11:00,6,4.4,200,59,0
129,서산,2015-03-02 12:00,7.1,4.8,200,49,0
129,서산,2015-03-02 13:00,8,4.7,180,48,0
129,서산,2015-03-02 14:00,8.2,5.2,180,39,0
129,서산,2015-03-02 15:00,7.4,4.5,200,34,0
129,서산,2015-03-02 16:00,7.4,4.8,200,47,0
129,서산,2015-03-02 17:00,6.8,3.6,200,43,0
129,서산,2015-03-02 18:00,5.1,2.6,180,51,0
129,서산,2015-03-02 19:00,3.3,1.9,180,64,
129,서산,2015-03-02 20:00,2.5,1.9,160,68,
129,서산,2015-03-02 21:00,2.1,.3,0,65,2
129,서산,2015-03-02 22:00,1.6,.5,250,66,
129,서산,2015-03-02 23:00,1,.1,0,69,
129,서산,2015-03-03 00:00,1.5,.9,180,61,8
129,서산,2015-03-03 01:00,1.6,.4,0,60,
129,서산,2015-03-03 02:00,2.6,1.7,160,56,
129,서산,2015-03-03 03:00,2.4,.9,200,62,8
129,서산,2015-03-03 04:00,2.3,.7,320,61,9
129,서산,2015-03-03 05:00,2.1,.5,20,65,
129,서산,2015-03-03 06:00,1.8,.6,20,63,
129,서산,2015-03-03 07:00,1.4,0,0,67,
129,서산,2015-03-03 08:00,2.5,.7,70,59,
129,서산,2015-03-03 09:00,4.7,.1,0,45,
129,서산,2015-03-03 10:00,6.2,3.9,160,48,
129,서산,2015-03-03 11:00,6.8,3.9,180,45,
129,서산,2015-03-03 12:00,8.1,5.1,180,47,
129,서산,2015-03-03 13:00,7.9,4.8,200,57,
129,서산,2015-03-03 14:00,8.1,5.3,180,59,
129,서산,2015-03-03 15:00,6.7,5.5,230,62,
129,서산,2015-03-03 16:00,4.8,4.9,230,88,
129,서산,2015-03-03 17:00,4.7,2.8,230,93,
129,서산,2015-03-03 18:00,4.2,5.1,290,93,
129,서산,2015-03-03 19:00,2.6,6.5,290,93,
129,서산,2015-03-03 20:00,2.3,4.1,290,87,
129,서산,2015-03-03 21:00,1.7,5.7,290,74,8
129,서산,2015-03-03 22:00,1.1,7,290,64,
129,서산,2015-03-03 23:00,.6,5,320,64,
129,서산,2015-03-04 00:00,-.3,6.3,320,55,6
129,서산,2015-03-04 01:00,-1,7.2,320,41,
129,서산,2015-03-04 02:00,-.7,5.9,290,46,
129,서산,2015-03-04 03:00,-1.1,5.4,290,47,3
129,서산,2015-03-04 04:00,-2.2,5.3,290,41,3
129,서산,2015-03-04 05:00,-2.7,4.1,320,43,2
129,서산,2015-03-04 06:00,-2.3,3.7,320,46,3
129,서산,2015-03-04 07:00,-2.5,4.4,320,46,1
129,서산,2015-03-04 08:00,-1.9,4.1,340,40,0
129,서산,2015-03-04 09:00,-.7,6.2,320,39,0
129,서산,2015-03-04 10:00,-.2,6.4,320,36,0
129,서산,2015-03-04 11:00,1,5.9,290,39,1
129,서산,2015-03-04 12:00,1.2,6.8,290,46,3
129,서산,2015-03-04 13:00,3,6.3,290,45,4
129,서산,2015-03-04 14:00,2.9,8,290,47,4
129,서산,2015-03-04 15:00,1.6,6.9,320,50,7
129,서산,2015-03-04 16:00,1,7.5,290,48,7
129,서산,2015-03-04 17:00,.6,5.8,290,54,7
129,서산,2015-03-04 18:00,-.5,5.7,320,56,3
129,서산,2015-03-04 19:00,-1,4.4,320,54,
129,서산,2015-03-04 20:00,-1.3,2.8,340,58,
129,서산,2015-03-04 21:00,-1.3,3.2,320,62,0
129,서산,2015-03-04 22:00,-1.3,2.9,340,63,
129,서산,2015-03-04 23:00,-1.7,2,360,67,
129,서산,2015-03-05 00:00,-2.2,1.1,360,68,0
129,서산,2015-03-05 01:00,-3,1,50,69,
129,서산,2015-03-05 02:00,-4.9,.1,0,79,
129,서산,2015-03-05 03:00,-5.4,.3,0,81,0
129,서산,2015-03-05 04:00,-5.5,.4,0,84,4
129,서산,2015-03-05 05:00,-6.7,.7,200,86,0
129,서산,2015-03-05 06:00,-7.3,.6,110,86,0
129,서산,2015-03-05 07:00,-7.3,.4,0,88,0
129,서산,2015-03-05 08:00,-5.1,.3,0,86,0
129,서산,2015-03-05 09:00,-1.3,1,70,67,4
129,서산,2015-03-05 10:00,.4,2.6,360,50,4
129,서산,2015-03-05 11:00,1.7,1.3,340,43,8
129,서산,2015-03-05 12:00,2.2,3.5,360,37,8
129,서산,2015-03-05 13:00,3.4,1.7,320,32,5
129,서산,2015-03-05 14:00,4.2,2.1,360,25,4
129,서산,2015-03-05 15:00,4,3.3,320,33,6
129,서산,2015-03-05 16:00,3.5,3.6,360,37,4
129,서산,2015-03-05 17:00,2.6,4.3,340,39,7
129,서산,2015-03-05 18:00,1.3,2.3,20,47,7
129,서산,2015-03-05 19:00,-.2,1.4,20,52,
129,서산,2015-03-05 20:00,-1.2,.9,50,57,
129,서산,2015-03-05 21:00,-1.8,.8,20,63,6
129,서산,2015-03-05 22:00,-1.3,1.4,50,62,
129,서산,2015-03-05 23:00,-1.8,.6,90,66,
129,서산,2015-03-06 00:00,-3.8,.8,70,76,2
129,서산,2015-03-06 01:00,-3.7,.9,70,75,
129,서산,2015-03-06 02:00,-2.8,.9,50,77,
129,서산,2015-03-06 03:00,-3.2,.6,50,75,0
129,서산,2015-03-06 04:00,-5.6,0,0,86,0
129,서산,2015-03-06 05:00,-6.2,.1,0,88,0
129,서산,2015-03-06 06:00,-6.4,.5,50,88,0
129,서산,2015-03-06 07:00,-6.2,0,0,89,0
129,서산,2015-03-06 08:00,-4.2,.1,0,88,0
129,서산,2015-03-06 09:00,-.6,.6,270,78,0
129,서산,2015-03-06 10:00,2.9,1.1,270,56,0
129,서산,2015-03-06 11:00,5.5,1.6,230,32,0
129,서산,2015-03-06 12:00,6.9,2.4,250,26,0
129,서산,2015-03-06 13:00,8,2,250,26,0
129,서산,2015-03-06 14:00,8.7,1.9,270,23,0
129,서산,2015-03-06 15:00,8.6,2.5,180,22,0
129,서산,2015-03-06 16:00,7.6,3.7,340,40,0
129,서산,2015-03-06 17:00,6.4,2.7,340,45,0
129,서산,2015-03-06 18:00,4.7,2.6,320,46,0
129,서산,2015-03-06 19:00,2.3,1,320,54,
129,서산,2015-03-06 20:00,0,.2,0,75,
129,서산,2015-03-06 21:00,-1.2,.4,0,80,0
129,서산,2015-03-06 22:00,-2.3,.6,70,83,
129,서산,2015-03-06 23:00,-2.3,.5,70,86,
129,서산,2015-03-07 00:00,-2.2,.7,360,84,7
129,서산,2015-03-07 01:00,-3.6,.3,0,87,
129,서산,2015-03-07 02:00,-4.3,.1,0,86,
129,서산,2015-03-07 03:00,-5.2,.1,0,88,0
129,서산,2015-03-07 04:00,-4.7,.5,90,90,0
129,서산,2015-03-07 05:00,-5.3,.5,50,92,0
129,서산,2015-03-07 06:00,-5.7,.5,50,92,0
129,서산,2015-03-07 07:00,-6.1,.3,0,92,0
129,서산,2015-03-07 08:00,-3.7,.3,0,91,0
129,서산,2015-03-07 09:00,.9,.4,0,80,0
129,서산,2015-03-07 10:00,3.9,1.2,360,57,1
129,서산,2015-03-07 11:00,6.1,2.1,340,39,3
129,서산,2015-03-07 12:00,7.8,2.9,360,27,2
129,서산,2015-03-07 13:00,8.4,2.1,340,34,0
129,서산,2015-03-07 14:00,9.2,2.6,360,33,0
129,서산,2015-03-07 15:00,9.7,3,340,33,0
129,서산,2015-03-07 16:00,8.8,3.7,340,38,0
129,서산,2015-03-07 17:00,7.4,3.2,320,41,0
129,서산,2015-03-07 18:00,5.5,3,320,40,0
129,서산,2015-03-07 19:00,3.7,1.4,340,48,
129,서산,2015-03-07 20:00,2.4,.9,20,56,
129,서산,2015-03-07 21:00,.9,.5,90,67,0
129,서산,2015-03-07 22:00,-.7,.1,0,75,
129,서산,2015-03-07 23:00,-1.8,.8,360,78,
129,서산,2015-03-08 00:00,-2,.2,0,78,0
129,서산,2015-03-08 01:00,-.8,1.3,50,70,
129,서산,2015-03-08 02:00,1,1.8,50,71,
129,서산,2015-03-08 03:00,-.4,1.2,50,79,0
129,서산,2015-03-08 04:00,.4,1.8,20,88,0
129,서산,2015-03-08 05:00,-1.1,.8,20,92,0
129,서산,2015-03-08 06:00,.5,1.5,20,90,0
129,서산,2015-03-08 07:00,.2,1.3,20,87,0
129,서산,2015-03-08 08:00,.1,.1,0,86,0
129,서산,2015-03-08 09:00,2.7,.3,0,80,0
129,서산,2015-03-08 10:00,6.7,1.4,140,57,0
129,서산,2015-03-08 11:00,9.6,.8,180,40,0
129,서산,2015-03-08 12:00,12.4,1.6,180,31,0
129,서산,2015-03-08 13:00,14.1,.9,230,23,0
129,서산,2015-03-08 14:00,14.7,1.3,200,19,0
129,서산,2015-03-08 15:00,14.1,4.7,230,32,1
129,서산,2015-03-08 16:00,11.8,4.3,230,30,3
129,서산,2015-03-08 17:00,11.7,2.7,230,30,4
129,서산,2015-03-08 18:00,9.6,1.5,360,44,6
129,서산,2015-03-08 19:00,7.7,.8,360,44,
129,서산,2015-03-08 20:00,6.8,.5,250,45,
129,서산,2015-03-08 21:00,6.3,1,110,51,7
129,서산,2015-03-08 22:00,4.9,0,0,60,
129,서산,2015-03-08 23:00,5.1,.7,90,58,
129,서산,2015-03-09 00:00,3.8,.7,180,67,7
129,서산,2015-03-09 01:00,3.8,1.3,320,67,
129,서산,2015-03-09 02:00,4.7,1.4,90,60,
129,서산,2015-03-09 03:00,5.6,1.8,320,51,6
129,서산,2015-03-09 04:00,5.9,3.3,320,51,6
129,서산,2015-03-09 05:00,4.4,.5,340,61,9
129,서산,2015-03-09 06:00,3.7,1.7,250,66,9
129,서산,2015-03-09 07:00,4.2,1,140,63,8
129,서산,2015-03-09 08:00,3.3,.4,0,72,8
129,서산,2015-03-09 09:00,5.2,5.6,320,79,6
129,서산,2015-03-09 10:00,5.9,5.7,320,75,6
129,서산,2015-03-09 11:00,5.6,5.4,320,68,4
129,서산,2015-03-09 12:00,5.6,7,320,58,2
129,서산,2015-03-09 13:00,5.3,5.9,320,55,2
129,서산,2015-03-09 14:00,4.2,7.4,290,58,2
129,서산,2015-03-09 15:00,4.2,8,290,49,3
129,서산,2015-03-09 16:00,2.5,7.9,290,38,3
129,서산,2015-03-09 17:00,-1.3,7.5,290,53,3
129,서산,2015-03-09 18:00,-2.2,6.1,290,52,4
129,서산,2015-03-09 19:00,-2.5,5.6,290,53,
129,서산,2015-03-09 20:00,-2.9,7.6,290,44,
129,서산,2015-03-09 21:00,-3.2,6.6,320,40,3
129,서산,2015-03-09 22:00,-3.3,7.5,320,38,
129,서산,2015-03-09 23:00,-3.6,5.6,320,38,
129,서산,2015-03-10 00:00,-3.8,6.4,320,42,4
129,서산,2015-03-10 01:00,-4,6.8,340,39,
129,서산,2015-03-10 02:00,-4.1,6.5,320,40,
129,서산,2015-03-10 03:00,-4.2,5.6,320,40,3
129,서산,2015-03-10 04:00,-4.1,6.8,320,41,4
129,서산,2015-03-10 05:00,-4.2,6.6,320,44,2
129,서산,2015-03-10 06:00,-4.2,6.3,320,45,1
129,서산,2015-03-10 07:00,-4.4,6.4,320,43,3
129,서산,2015-03-10 08:00,-3.8,4.5,320,40,1
129,서산,2015-03-10 09:00,-3,5.7,320,38,0
129,서산,2015-03-10 10:00,-2.5,6.7,320,33,0
129,서산,2015-03-10 11:00,-1.6,6.9,320,33,0
129,서산,2015-03-10 12:00,-.8,6.4,320,37,0
129,서산,2015-03-10 13:00,-.7,8,320,34,0
129,서산,2015-03-10 14:00,.2,6.2,290,37,1
129,서산,2015-03-10 15:00,1,6.7,290,39,1
129,서산,2015-03-10 16:00,.6,6.8,290,43,2
129,서산,2015-03-10 17:00,0,7.3,290,41,1
129,서산,2015-03-10 18:00,-.4,6.7,290,47,2
129,서산,2015-03-10 19:00,-.9,5.4,290,52,
129,서산,2015-03-10 20:00,-.8,4.5,320,52,
129,서산,2015-03-10 21:00,-.6,2.3,290,55,3
129,서산,2015-03-10 22:00,0,2.9,270,59,
129,서산,2015-03-10 23:00,.4,3.6,290,55,
129,서산,2015-03-11 00:00,.3,3.7,270,58,7
129,서산,2015-03-11 01:00,.5,4,270,58,7
129,서산,2015-03-11 02:00,.4,3.2,290,56,
129,서산,2015-03-11 03:00,.1,3,320,56,6
129,서산,2015-03-11 04:00,-.3,2.4,320,56,3
129,서산,2015-03-11 05:00,-1.3,1.1,340,54,2
129,서산,2015-03-11 06:00,-4,.5,140,64,3
129,서산,2015-03-11 07:00,-5.6,.3,0,76,0
129,서산,2015-03-11 08:00,-3.8,.4,0,74,0
129,서산,2015-03-11 09:00,1.5,4,180,53,0
129,서산,2015-03-11 10:00,4.2,6.3,230,49,0
129,서산,2015-03-11 11:00,5.4,7.1,200,50,3
129,서산,2015-03-11 12:00,6.8,6.8,230,53,5
129,서산,2015-03-11 13:00,7.8,6.7,250,46,6
129,서산,2015-03-11 14:00,6.9,9.1,270,49,5
129,서산,2015-03-11 15:00,7.7,6.9,270,52,4
129,서산,2015-03-11 16:00,6.4,8.5,270,59,5
129,서산,2015-03-11 17:00,4.9,7.4,290,42,1
129,서산,2015-03-11 18:00,3.9,6.5,290,38,0
129,서산,2015-03-11 19:00,1.7,6,290,53,
129,서산,2015-03-11 20:00,.5,4.6,290,51,
129,서산,2015-03-11 21:00,.4,6.4,290,52,0
129,서산,2015-03-11 22:00,-.5,.9,270,59,
129,서산,2015-03-11 23:00,-.8,1.7,270,60,
129,서산,2015-03-12 00:00,-.5,1.4,270,59,0
129,서산,2015-03-12 01:00,-1.1,.3,0,61,
129,서산,2015-03-12 02:00,-2.7,.8,230,69,
129,서산,2015-03-12 03:00,-4.4,.6,160,76,0
129,서산,2015-03-12 04:00,-5.6,.6,340,81,0
129,서산,2015-03-12 05:00,-6,.5,230,83,0
129,서산,2015-03-12 06:00,-6.4,.2,0,85,0
129,서산,2015-03-12 07:00,-6.7,.2,0,85,0
129,서산,2015-03-12 08:00,-3.5,.3,0,80,0
129,서산,2015-03-12 09:00,1.1,1,180,61,0
129,서산,2015-03-12 10:00,3.7,2.9,200,45,0
129,서산,2015-03-12 11:00,5.6,3.8,230,39,0
129,서산,2015-03-12 12:00,5.7,3.8,230,33,0
129,서산,2015-03-12 13:00,7.2,3.7,230,27,0
129,서산,2015-03-12 14:00,7.3,4.2,230,27,0
129,서산,2015-03-12 15:00,6.6,5.2,200,30,0
129,서산,2015-03-12 16:00,6.2,5.8,180,35,0
129,서산,2015-03-12 17:00,5.5,5.6,180,38,0
129,서산,2015-03-12 18:00,4.1,4.8,180,50,1
129,서산,2015-03-12 19:00,2.8,3.1,180,64,
129,서산,2015-03-12 20:00,2.2,2.2,200,67,
129,서산,2015-03-12 21:00,2.9,2.1,180,61,8
129,서산,2015-03-12 22:00,3.9,2.7,200,60,
129,서산,2015-03-12 23:00,4.7,2.8,200,75,
129,서산,2015-03-13 00:00,4.7,2,180,83,10
129,서산,2015-03-13 01:00,5.1,3.3,180,89,
129,서산,2015-03-13 02:00,5.6,2.6,180,88,
129,서산,2015-03-13 03:00,5.7,3.9,200,88,10
129,서산,2015-03-13 04:00,5.5,4.5,180,91,10
129,서산,2015-03-13 05:00,5.6,2.8,250,93,10
129,서산,2015-03-13 06:00,5.2,1.7,250,93,10
129,서산,2015-03-13 07:00,4.8,1.2,180,93,10
129,서산,2015-03-13 08:00,4.5,1,180,93,8
129,서산,2015-03-13 09:00,5.9,.4,0,93,7
129,서산,2015-03-13 10:00,7.6,.9,200,78,7
129,서산,2015-03-13 11:00,9.2,2,340,20,7
129,서산,2015-03-13 12:00,10.6,1.8,340,30,5
129,서산,2015-03-13 13:00,10.2,3.4,340,36,5
129,서산,2015-03-13 14:00,10.6,3.7,360,20,1
129,서산,2015-03-13 15:00,10.2,3.8,340,19,0
129,서산,2015-03-13 16:00,10.2,3.9,340,16,1
129,서산,2015-03-13 17:00,9.1,2.9,360,13,0
129,서산,2015-03-13 18:00,8,2.2,340,22,0
129,서산,2015-03-13 19:00,5.4,.6,360,27,
129,서산,2015-03-13 20:00,4.1,1.1,360,37,
129,서산,2015-03-13 21:00,2.3,1.5,110,51,0
129,서산,2015-03-13 22:00,2.1,.5,20,58,
129,서산,2015-03-13 23:00,1.4,.6,140,64,
129,서산,2015-03-14 00:00,-.4,.1,0,74,0
129,서산,2015-03-14 01:00,-1.6,.1,0,77,
129,서산,2015-03-14 02:00,-2.1,.8,90,80,
129,서산,2015-03-14 03:00,-1.8,.8,50,74,0
129,서산,2015-03-14 04:00,-1.9,1.4,50,74,0
129,서산,2015-03-14 05:00,-3.2,.7,360,81,0
129,서산,2015-03-14 06:00,-1.3,2.1,90,84,0
129,서산,2015-03-14 07:00,-3.9,1.4,50,89,0
129,서산,2015-03-14 08:00,-1.2,.4,0,84,0
129,서산,2015-03-14 09:00,2.5,.9,180,62,0
129,서산,2015-03-14 10:00,5,1.4,320,46,0
129,서산,2015-03-14 11:00,7,1.3,200,33,0
129,서산,2015-03-14 12:00,8.3,1.7,340,28,0
129,서산,2015-03-14 13:00,9.3,2,290,24,2
129,서산,2015-03-14 14:00,9.9,4,270,32,4
129,서산,2015-03-14 15:00,9.3,4.4,250,36,6
129,서산,2015-03-14 16:00,8.2,3.6,270,40,7
129,서산,2015-03-14 17:00,6.7,3,290,42,8
129,서산,2015-03-14 18:00,5.4,2.1,290,48,8
129,서산,2015-03-14 19:00,4.3,1.7,320,51,
129,서산,2015-03-14 20:00,2.9,.9,50,64,
129,서산,2015-03-14 21:00,1.8,1.2,70,70,3
129,서산,2015-03-14 22:00,-.3,0,0,77,
129,서산,2015-03-14 23:00,-.5,.8,50,78,
129,서산,2015-03-15 00:00,-1.9,.5,70,80,0
129,서산,2015-03-15 01:00,-2.5,.2,0,83,
129,서산,2015-03-15 02:00,-2.6,.3,0,82,
129,서산,2015-03-15 03:00,-3.5,0,0,81,0
129,서산,2015-03-15 04:00,-3.7,.7,20,84,0
129,서산,2015-03-15 05:00,-3.5,0,0,86,0
129,서산,2015-03-15 06:00,-3.9,.1,0,85,0
129,서산,2015-03-15 07:00,-4.1,.1,0,86,0
129,서산,2015-03-15 08:00,-1.5,1,360,83,0
129,서산,2015-03-15 09:00,2.6,.6,110,65,0
129,서산,2015-03-15 10:00,6.3,1.8,180,46,3
129,서산,2015-03-15 11:00,8,2.2,180,26,4
129,서산,2015-03-15 12:00,9.2,1.1,230,20,5
129,서산,2015-03-15 13:00,10.3,3.2,200,24,5
129,서산,2015-03-15 14:00,11.2,3.1,230,28,2
129,서산,2015-03-15 15:00,11,3.2,200,31,2
129,서산,2015-03-15 16:00,10.9,3.4,230,35,2
129,서산,2015-03-15 17:00,9.5,3.2,230,41,4
129,서산,2015-03-15 18:00,7.9,2.3,230,49,5
129,서산,2015-03-15 19:00,5.6,1.5,200,58,
129,서산,2015-03-15 20:00,3.6,.7,140,62,
129,서산,2015-03-15 21:00,2,.4,0,69,3
129,서산,2015-03-15 22:00,1.5,.9,50,73,
129,서산,2015-03-15 23:00,1.1,1,70,78,
129,서산,2015-03-16 00:00,1.7,1.2,20,81,5
129,서산,2015-03-16 01:00,1.5,1,360,85,
129,서산,2015-03-16 02:00,1.8,1,360,89,
129,서산,2015-03-16 03:00,-.4,.8,50,90,6
129,서산,2015-03-16 04:00,.9,1.2,50,89,6
129,서산,2015-03-16 05:00,-1,.2,0,93,4
129,서산,2015-03-16 06:00,-1.5,.3,0,93,3
129,서산,2015-03-16 07:00,-1,.2,0,92,2
129,서산,2015-03-16 08:00,1,.2,0,90,4
129,서산,2015-03-16 09:00,5.5,.4,0,74,3
129,서산,2015-03-16 10:00,8.2,.9,20,46,4
129,서산,2015-03-16 11:00,11.3,1,20,33,4
129,서산,2015-03-16 12:00,13.9,1.2,50,33,3
129,서산,2015-03-16 13:00,15.9,1.3,70,26,2
129,서산,2015-03-16 14:00,18,3,200,23,0
129,서산,2015-03-16 15:00,17.1,5,230,28,0
129,서산,2015-03-16 16:00,17.1,3.8,250,30,0
129,서산,2015-03-16 17:00,16.2,3.1,230,27,0
129,서산,2015-03-16 18:00,13.4,1.6,250,36,0
129,서산,2015-03-16 19:00,10.3,1.2,180,43,
129,서산,2015-03-16 20:00,9.3,1.1,180,47,
129,서산,2015-03-16 21:00,6.8,.1,0,58,0
129,서산,2015-03-16 22:00,5.9,0,0,60,
129,서산,2015-03-16 23:00,5.5,.3,0,64,
129,서산,2015-03-17 00:00,3.7,.7,20,73,0
129,서산,2015-03-17 01:00,3.1,.4,0,75,
129,서산,2015-03-17 02:00,2.5,.2,0,76,
129,서산,2015-03-17 03:00,3,.9,70,79,0
129,서산,2015-03-17 04:00,2.6,.5,360,80,0
129,서산,2015-03-17 05:00,2.7,.4,0,80,0
129,서산,2015-03-17 06:00,2.4,.3,0,82,0
129,서산,2015-03-17 07:00,1.8,.3,0,83,2
129,서산,2015-03-17 08:00,4.7,.7,70,83,6
129,서산,2015-03-17 09:00,8.3,.7,290,70,6
129,서산,2015-03-17 10:00,11.3,1.4,230,55,8
129,서산,2015-03-17 11:00,13.8,2.2,200,53,8
129,서산,2015-03-17 12:00,15.6,1.1,270,34,8
129,서산,2015-03-17 13:00,16.7,.9,180,27,8
129,서산,2015-03-17 14:00,17.3,1.3,340,27,8
129,서산,2015-03-17 15:00,15.9,2.9,340,38,10
129,서산,2015-03-17 16:00,14.7,2.6,360,45,10
129,서산,2015-03-17 17:00,13.8,2.4,360,50,10
129,서산,2015-03-17 18:00,11,2.2,360,51,10
129,서산,2015-03-17 19:00,10.3,2.6,360,62,
129,서산,2015-03-17 20:00,9.4,2.2,20,73,
129,서산,2015-03-17 21:00,9.4,2.6,20,69,10
129,서산,2015-03-17 22:00,9,3,20,78,
129,서산,2015-03-17 23:00,8.3,1.4,20,87,
129,서산,2015-03-18 00:00,8.2,3.6,20,91,10
129,서산,2015-03-18 01:00,7.5,2.8,20,92,
129,서산,2015-03-18 02:00,7.7,2.8,20,89,
129,서산,2015-03-18 03:00,8.1,2.1,20,83,10
129,서산,2015-03-18 04:00,8.8,1.6,20,78,10
129,서산,2015-03-18 05:00,9.8,2.4,360,71,10
129,서산,2015-03-18 06:00,9.2,.9,340,76,10
129,서산,2015-03-18 07:00,8.3,1,20,89,10
129,서산,2015-03-18 08:00,8.5,3.4,50,88,10
129,서산,2015-03-18 09:00,9.1,3.4,70,90,10
129,서산,2015-03-18 10:00,10.2,3.5,70,88,10
129,서산,2015-03-18 11:00,10.3,2.8,50,88,10
129,서산,2015-03-18 12:00,10,2.7,20,92,10
129,서산,2015-03-18 13:00,9.8,3.8,50,93,10
129,서산,2015-03-18 14:00,9.7,3.7,50,93,10
129,서산,2015-03-18 15:00,9.7,4.4,50,93,10
129,서산,2015-03-18 16:00,9.4,3.7,50,93,10
129,서산,2015-03-18 17:00,9.5,3.3,50,93,10
129,서산,2015-03-18 18:00,9.8,3.7,50,93,10
129,서산,2015-03-18 19:00,9.6,3.1,50,93,9
129,서산,2015-03-18 20:00,9.5,2.9,50,93,
129,서산,2015-03-18 21:00,9.8,3.8,70,93,4
129,서산,2015-03-18 22:00,10.4,2.8,50,90,
129,서산,2015-03-18 23:00,9,3,20,93,
129,서산,2015-03-19 00:00,8.8,3.8,360,93,8
129,서산,2015-03-19 01:00,8.1,1.5,340,93,
129,서산,2015-03-19 02:00,8.1,1.9,360,90,
129,서산,2015-03-19 03:00,8,1.9,50,87,7
129,서산,2015-03-19 04:00,6.9,2.1,360,90,5
129,서산,2015-03-19 05:00,7,1.2,20,89,1
129,서산,2015-03-19 06:00,6.4,1.2,50,93,0
129,서산,2015-03-19 07:00,6.4,2.3,360,91,0
129,서산,2015-03-19 08:00,7.9,2.7,360,89,0
129,서산,2015-03-19 09:00,10.9,2,50,79,0
129,서산,2015-03-19 10:00,12.5,2.2,50,69,0
129,서산,2015-03-19 11:00,14,2.3,360,66,0
129,서산,2015-03-19 12:00,15.6,1.9,320,63,0
129,서산,2015-03-19 13:00,16.7,2.5,340,52,0
129,서산,2015-03-19 14:00,17.5,2.7,360,51,0
129,서산,2015-03-19 15:00,17.1,3.3,340,49,0
129,서산,2015-03-19 16:00,17.1,2.6,340,47,0
129,서산,2015-03-19 17:00,15.9,3.3,320,47,0
129,서산,2015-03-19 18:00,13.8,2.6,320,51,5
129,서산,2015-03-19 19:00,10.8,1.7,320,58,
129,서산,2015-03-19 20:00,9.1,.9,340,64,
129,서산,2015-03-19 21:00,7.6,2.3,90,71,5
129,서산,2015-03-19 22:00,6.3,.5,360,78,
129,서산,2015-03-19 23:00,6.1,.4,0,83,
129,서산,2015-03-20 00:00,7,.2,0,83,8
129,서산,2015-03-20 01:00,7.1,.7,200,81,
129,서산,2015-03-20 02:00,7.1,.6,110,79,
129,서산,2015-03-20 03:00,6.2,.6,20,86,8
129,서산,2015-03-20 04:00,6.4,.7,110,88,8
129,서산,2015-03-20 05:00,6.3,.4,0,85,8
129,서산,2015-03-20 06:00,6.8,.3,0,70,7
129,서산,2015-03-20 07:00,5.7,.2,0,85,8
129,서산,2015-03-20 08:00,6.7,0,0,87,10
129,서산,2015-03-20 09:00,8.3,.2,0,76,6
129,서산,2015-03-20 10:00,10.6,1,270,71,3
129,서산,2015-03-20 11:00,15.2,1.2,290,44,0
129,서산,2015-03-20 12:00,18.1,2.9,340,33,0
129,서산,2015-03-20 13:00,19.5,1.9,340,22,0
129,서산,2015-03-20 14:00,20.5,1.6,340,15,0
129,서산,2015-03-20 15:00,20.4,2.1,360,19,3
129,서산,2015-03-20 16:00,19.3,4,320,19,6
129,서산,2015-03-20 17:00,17.2,2.5,340,19,7
129,서산,2015-03-20 18:00,14.4,2.2,340,31,7
129,서산,2015-03-20 19:00,12.1,2,290,28,
