지점,지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),전운량(10분위)
129,서산,2017-01-01 00:00,.5,.6,200,99,8
129,서산,2017-01-01 01:00,.6,.5,320,99,
129,서산,2017-01-01 02:00,0,.6,360,99,
129,서산,2017-01-01 03:00,1.2,.3,0,99,9
129,서산,2017-01-01 04:00,.1,1,20,99,7
129,서산,2017-01-01 05:00,.6,.1,0,99,9
129,서산,2017-01-01 06:00,-.3,.3,0,99,9
129,서산,2017-01-01 07:00,-.7,0,0,99,6
129,서산,2017-01-01 08:00,-1,.3,0,99,9
129,서산,2017-01-01 09:00,.3,.4,0,99,9
129,서산,2017-01-01 10:00,2.3,.1,0,99,8
129,서산,2017-01-01 11:00,4.3,.5,290,99,8
129,서산,2017-01-01 12:00,6.7,2.3,230,93,5
129,서산,2017-01-01 13:00,8.8,2.5,180,82,5
129,서산,2017-01-01 14:00,9.2,3,200,77,5
129,서산,2017-01-01 15:00,9.4,2.9,200,78,4
129,서산,2017-01-01 16:00,8.2,2.5,200,80,6
129,서산,2017-01-01 17:00,7.4,1.7,180,84,7
129,서산,2017-01-01 18:00,4.7,.9,200,98,6
129,서산,2017-01-01 19:00,3.2,.2,0,99,
129,서산,2017-01-01 20:00,2.1,.3,0,99,
129,서산,2017-01-01 21:00,2.4,.3,0,99,9
129,서산,2017-01-01 22:00,2.4,.4,0,99,
129,서산,2017-01-01 23:00,3.4,1,70,99,
129,서산,2017-01-02 00:00,3.3,.9,340,99,6
129,서산,2017-01-02 01:00,1.3,.2,0,99,
129,서산,2017-01-02 02:00,1.1,.5,140,99,
129,서산,2017-01-02 03:00,2.3,.2,0,99,10
129,서산,2017-01-02 04:00,2.6,.1,0,99,10
129,서산,2017-01-02 05:00,2.3,.1,0,99,10
129,서산,2017-01-02 06:00,3.2,1,200,99,10
129,서산,2017-01-02 07:00,3.5,1,160,99,10
129,서산,2017-01-02 08:00,3.8,1.4,180,99,6
129,서산,2017-01-02 09:00,4.5,1.2,160,99,8
