 format: day,hour,forecast,value  location:102_83 Start : 20180101 
 20,0200,+52,288.000000 
 20,0200,+55,263.000000 
 20,0200,+58,286.000000 
 20,0200,+61,270.000000 
 20,0500,+4,313.000000 
 20,0500,+7,297.000000 
 20,0500,+10,287.000000 
 20,0500,+13,315.000000 
 20,0500,+16,308.000000 
 20,0500,+19,302.000000 
 20,0500,+22,357.000000 
 20,0500,+25,63.000000 
 20,0500,+28,67.000000 
 20,0500,+31,72.000000 
 20,0500,+34,324.000000 
 20,0500,+37,306.000000 
 20,0500,+40,300.000000 
 20,0500,+43,302.000000 
 20,0500,+46,254.000000 
 20,0500,+49,288.000000 
 20,0500,+52,263.000000 
 20,0500,+55,286.000000 
 20,0500,+58,270.000000 
 20,0800,+4,297.000000 
 20,0800,+7,287.000000 
 20,0800,+10,315.000000 
 20,0800,+13,308.000000 
 20,0800,+16,302.000000 
 20,0800,+19,357.000000 
 20,0800,+22,63.000000 
 20,0800,+25,67.000000 
 20,0800,+28,72.000000 
 20,0800,+31,324.000000 
 20,0800,+34,306.000000 
 20,0800,+37,300.000000 
 20,0800,+40,302.000000 
 20,0800,+43,254.000000 
 20,0800,+46,288.000000 
 20,0800,+49,263.000000 
 20,0800,+52,286.000000 
 20,0800,+55,270.000000 
 20,1100,+4,287.000000 
 20,1100,+7,315.000000 
 20,1100,+10,308.000000 
 20,1100,+13,302.000000 
 20,1100,+16,357.000000 
 20,1100,+19,63.000000 
 20,1100,+22,67.000000 
 20,1100,+25,72.000000 
 20,1100,+28,324.000000 
 20,1100,+31,306.000000 
 20,1100,+34,300.000000 
 20,1100,+37,302.000000 
 20,1100,+40,254.000000 
 20,1100,+43,288.000000 
 20,1100,+46,263.000000 
 20,1100,+49,286.000000 
 20,1100,+52,270.000000 
 20,1400,+4,315.000000 
 20,1400,+7,308.000000 
 20,1400,+10,302.000000 
 20,1400,+13,357.000000 
 20,1400,+16,63.000000 
 20,1400,+19,67.000000 
 20,1400,+22,72.000000 
 20,1400,+25,324.000000 
 20,1400,+28,306.000000 
 20,1400,+31,300.000000 
 20,1400,+34,302.000000 
 20,1400,+37,254.000000 
 20,1400,+40,288.000000 
 20,1400,+43,263.000000 
 20,1400,+46,286.000000 
 20,1400,+49,270.000000 
 20,1700,+4,308.000000 
 20,1700,+7,302.000000 
 20,1700,+10,357.000000 
 20,1700,+13,63.000000 
 20,1700,+16,67.000000 
 20,1700,+19,72.000000 
 20,1700,+22,324.000000 
 20,1700,+25,306.000000 
 20,1700,+28,300.000000 
 20,1700,+31,302.000000 
 20,1700,+34,254.000000 
 20,1700,+37,288.000000 
 20,1700,+40,263.000000 
 20,1700,+43,286.000000 
 20,1700,+46,270.000000 
 20,2000,+4,310.000000 
 20,2000,+7,342.000000 
 20,2000,+10,357.000000 
 20,2000,+13,324.000000 
 20,2000,+16,298.000000 
 20,2000,+19,286.000000 
 20,2000,+22,283.000000 
 20,2000,+25,343.000000 
 20,2000,+28,345.000000 
 20,2000,+31,348.000000 
 20,2000,+34,333.000000 
 20,2000,+37,225.000000 
 20,2000,+40,250.000000 
 20,2000,+43,315.000000 
 20,2000,+46,280.000000 
 20,2000,+49,295.000000 
 20,2000,+52,301.000000 
 20,2000,+55,299.000000 
 20,2000,+58,297.000000 
 20,2000,+61,300.000000 
 20,2000,+64,296.000000 
