Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02,0.5001576542854309,0.5050293187838514,0.4952859897870105,0.5001576542854309,163200,0.0,0.0
1962-01-03,0.5001575381404302,0.5050292015075684,0.495285874773292,0.5050292015075684,156000,0.0,0.0
1962-01-04,0.5163961859686798,0.53263496062706,0.5163961859686798,0.51801997423172,355200,0.0,0.0
1962-01-05,0.5180199194419862,0.5293873281089421,0.5163961313506903,0.5228915810585022,163200,0.0,0.0
1962-01-08,0.5228914462551175,0.5310109793036072,0.5196438709097627,0.5261393189430237,204000,0.0,0.0
1962-01-09,0.5261396793050503,0.5358830066995883,0.5212680156077814,0.5310113430023193,290400,0.0,0.0
1962-01-10,0.5310110177131477,0.5342588906359819,0.5228914840773491,0.5245155692100525,182400,0.0,0.0
1962-01-11,0.5245158520636339,0.5326350927352905,0.5196441887235468,0.5326350927352905,384000,0.0,0.0
1962-01-12,0.5326346605575963,0.5423779793320798,0.5261392138221047,0.5358825325965881,352800,0.0,0.0
1962-01-15,0.535882570326192,0.539130442593855,0.5261392508657158,0.5342587828636169,280800,0.0,0.0
1962-01-16,0.5326258911878136,0.5326258911878136,0.5260904059618446,0.5293581485748291,163200,0.010417,0.0
1962-01-17,0.5293578677017887,0.5358930502986003,0.5260901268226413,0.5277241468429565,160800,0.0,0.0
1962-01-18,0.5277239687696486,0.5391606092453003,0.5277239687696486,0.5391606092453003,261600,0.0,0.0
1962-01-19,0.539160216493266,0.5489631295204163,0.5293573034661156,0.5489631295204163,357600,0.0,0.0
1962-01-22,0.5489633841054643,0.555498562767238,0.5473296642303467,0.5473296642303467,261600,0.0,0.0
1962-01-23,0.5473296615444531,0.5522311203070562,0.5358927249908447,0.5358927249908447,223200,0.0,0.0
1962-01-24,0.5358926975357046,0.5358926975357046,0.5228223409459246,0.5326252579689026,120000,0.0,0.0
1962-01-25,0.5326252852566437,0.5407941837534479,0.5309912662282416,0.5358927249908447,151200,0.0,0.0
1962-01-26,0.5358927249908447,0.5407941837534479,0.5293575463611411,0.5358927249908447,108000,0.0,0.0
1962-01-29,0.5358926167626589,0.5407940745353699,0.5342588972255021,0.5407940745353699,122400,0.0,0.0
1962-01-30,0.5391604362637926,0.5391604362637926,0.5309912390242155,0.5326252579689026,120000,0.0,0.0
1962-01-31,0.5326252852566437,0.5407941837534479,0.5326252852566437,0.5358927249908447,189600,0.0,0.0
1962-02-01,0.5358925690125946,0.5489632216289263,0.5358925690125946,0.5456954836845398,112800,0.0,0.0
1962-02-02,0.545695515239354,0.5473295338866415,0.5407940576199549,0.5424280762672424,199200,0.0,0.0
1962-02-05,0.5424280932337675,0.5440618127709242,0.5407940745353699,0.5407940745353699,96000,0.0,0.0
1962-02-06,0.542428060537212,0.5473295180144723,0.542428060537212,0.5440617799758911,105600,0.0,0.0
