Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.0,1.179640292872908,1.1540885076792426,1.1583470106124878,62775,0.0,0.0
1980-03-18,0.0,1.1753813709018668,1.158346813781894,1.166864037513733,64125,0.0,0.0
1980-03-19,0.0,1.1881569306660127,1.1753809895570315,1.1838982105255127,40500,0.0,0.0
1980-03-20,0.0,1.1838985260721493,1.1711228008705494,1.1753813028335571,18900,0.0,0.0
1980-03-21,0.0,1.2009336948394775,1.175382009755883,1.2009336948394775,97200,0.0,0.0
1980-03-24,0.0,1.192415737614263,1.1711227893829346,1.1711227893829346,90450,0.0,0.0
1980-03-25,0.0,1.1753813709018668,1.1626055353041083,1.166864037513733,72225,0.0,0.0
1980-03-26,0.0,1.1838985260721493,1.158346746700084,1.1753813028335571,31725,0.0,0.0
1980-03-27,0.0,1.1711228686922421,1.1327951425863771,1.166864037513733,62100,0.0,0.0
1980-03-28,0.0,1.1668638635710011,1.1327949737222462,1.1540881395339966,84375,0.0,0.0
1980-03-31,0.0,1.1924152240633146,1.1668634559465572,1.1881567239761353,55350,0.0,0.0
1980-04-01,0.0,1.2094503054442145,1.1668639699386765,1.1753813028335571,126225,0.0,0.0
1980-04-02,0.0,1.2179670333862305,1.183898044630015,1.2179670333862305,58725,0.0,0.0
1980-04-03,0.0,1.2775893772401434,1.2435201297989393,1.2648134231567383,311175,0.0,0.0
1980-04-07,0.0,1.294623255214772,1.2605540259557197,1.2733299732208252,115425,0.0,0.0
1980-04-08,0.0,1.2648128777043128,1.2520369291305542,1.2520369291305542,218025,0.0,0.0
1980-04-09,0.0,1.2435198647118497,1.2094509535023905,1.2350026369094849,181575,0.0,0.0
1980-04-10,0.0,1.2690717599888095,1.2350025229539288,1.260554313659668,191700,0.0,0.0
1980-04-11,0.0,1.2861063236780814,1.2562958098077712,1.260554313659668,112050,0.0,0.0
1980-04-14,0.0,1.260554064801651,1.2477783364554655,1.2562955617904663,18900,0.0,0.0
1980-04-15,0.0,1.2477782959201917,1.226485013961792,1.226485013961792,63450,0.0,0.0
1980-04-16,0.0,1.2477773427963257,1.2350012956553136,1.2477773427963257,30375,0.0,0.0
1980-04-17,0.0,1.2392609612055694,1.2222265110889488,1.226485013961792,43875,0.0,0.0
1980-04-18,0.0,1.2392601924799567,1.2179670333862305,1.2179670333862305,27675,0.0,0.0
1980-04-21,0.0,1.2137084920928924,1.1753807850896365,1.1881567239761353,83700,0.0,0.0
1980-04-22,0.0,1.226485013961792,1.175381553955618,1.226485013961792,122850,0.0,0.0
1980-04-23,0.0,1.226485013961792,1.1966747262577058,1.226485013961792,132300,0.0,0.0
1980-04-24,0.0,1.2264842531612232,1.2009324841800006,1.2179670333862305,209250,0.0,0.0
1980-04-25,0.0,1.2137097566939836,1.1966751903152328,1.2009336948394775,21600,0.0,0.0
1980-04-28,0.0,1.2350022390201023,1.2137092860306384,1.226485013961792,141750,0.0,0.0
1980-04-29,0.0,1.235001790319481,1.2222260670300007,1.2307432889938354,45225,0.0,0.0
1980-04-30,0.0,1.2477778982487564,1.217967400732762,1.2435190677642822,85050,0.0,0.0
1980-05-01,0.0,1.2733306527747614,1.247778963920692,1.2648134231567383,48600,0.0,0.0
1980-05-02,0.0,1.286105339992562,1.256294848922988,1.2775880098342896,49950,0.0,0.0
1980-05-05,0.0,1.3457263708114624,1.2946229238020348,1.3457263708114624,621675,0.0,0.0
1980-05-06,0.0,1.3712786465611926,1.32443368434906,1.32443368434906,143775,0.0,0.0
1980-05-07,0.0,1.3627609262521276,1.3244332039247018,1.3457263708114624,483975,0.0,0.0
1980-05-08,0.0,1.358502547228164,1.3329508700550463,1.341468095779419,36450,0.0,0.0
1980-05-09,0.0,1.3329499959945679,1.315915446059634,1.3329499959945679,24975,0.0,0.0
1980-05-12,0.0,1.3329505808723798,1.298881575709815,1.328692078590393,27000,0.0,0.0
1980-05-13,0.0,1.3414681363125092,1.3159163487110117,1.32443368434906,40500,0.0,0.0
1980-05-14,0.0,1.345726526343527,1.328692078590393,1.328692078590393,61425,0.0,0.0
1980-05-15,0.0,1.3372096329779708,1.3159163487110117,1.32443368434906,37125,0.0,0.0
1980-05-16,0.0,1.3244331862412253,1.3116573520735189,1.3201745748519897,11475,0.0,0.0
1980-05-19,0.0,1.3627606973483586,1.3201743707280895,1.3499846458435059,51300,0.0,0.0
1980-05-20,0.0,1.3499853622942337,1.32443368434906,1.32443368434906,85725,0.0,0.0
1980-05-21,0.0,1.3286923576305036,1.3073990741546675,1.3159162998199463,40500,0.0,0.0
1980-05-22,0.0,1.33720930246696,1.3031402973043953,1.328692078590393,143775,0.0,0.0
1980-05-23,0.0,1.354243593703653,1.3329504268168924,1.3457263708114624,113400,0.0,0.0
1980-05-27,0.0,1.3457259358598306,1.3329499959945679,1.3329499959945679,57375,0.0,0.0
1980-05-28,0.0,1.354243516921997,1.337209072103419,1.354243516921997,135000,0.0,0.0
1980-05-29,0.0,1.358502173497747,1.3159159469352375,1.3372092247009277,108675,0.0,0.0
1980-05-30,0.0,1.3329499959945679,1.3073982259202912,1.3329499959945679,80325,0.0,0.0
1980-06-02,0.0,1.3499853622942337,1.3159163487110117,1.32443368434906,107325,0.0,0.0
1980-06-03,0.0,1.337208715720488,1.320174165785554,1.3329499959945679,101250,0.0,0.0
1980-06-04,0.0,1.3670190572738647,1.3286915646543345,1.3670190572738647,143100,0.0,0.0
1980-06-05,0.0,1.3797958297230801,1.362761378288269,1.362761378288269,95850,0.0,0.0
1980-06-06,0.0,1.4308992624282837,1.3585025164427584,1.4308992624282837,205875,0.0,0.0
1980-06-09,0.0,1.392571777955509,1.354244042914543,1.362761378288269,150525,0.0,0.0
1980-06-10,0.0,1.3883124468770605,1.3499847286369577,1.3840539455413818,110700,0.0,0.0
1980-06-11,0.0,1.4394152884929703,1.3712773268997263,1.4096050262451172,140400,0.0,0.0
1980-06-12,0.0,1.4053469896316528,1.3712779923032759,1.4053469896316528,178200,0.0,0.0
1980-06-13,0.0,1.464968204498291,1.4053475189595446,1.464968204498291,196425,0.0,0.0
1980-06-16,0.0,1.447933985816485,1.4053477437189792,1.4138649702072144,298350,0.0,0.0
1980-06-17,0.0,1.4138649702072144,1.3968304075744138,1.4138649702072144,344250,0.0,0.0
1980-06-18,0.0,1.413864222485038,1.3755365042449355,1.3840539455413818,129600,0.0,0.0
1980-06-19,0.0,1.3755367299165249,1.3244332799727716,1.3372092247009277,83025,0.0,0.0
1980-06-20,0.0,1.345726526343527,1.3201747450575294,1.328692078590393,207225,0.0,0.0
