Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01,0.0,1.1541994047146635,1.1479436167573192,1.151071548461914,74617,0.0,0.0
1972-06-02,1.1541990847581765,1.1698387389456693,1.1541990847581765,1.1635828018188477,227645,0.0,0.0
1972-06-05,1.163582887854021,1.1651468533884097,1.1604551076889038,1.1604551076889038,96117,0.0,0.0
1972-06-06,1.1604555404553791,1.1620195065730146,1.1541996005329784,1.1573275327682495,77146,0.0,0.0
1972-06-07,1.152635888038769,1.152635888038769,1.1369961500167847,1.1369961500167847,121411,0.0,0.0
1972-06-08,1.1369956204179912,1.143251557983964,1.1260480880737305,1.1260480880737305,328820,0.0,0.0
1972-06-09,1.1260482808227947,1.1260482808227947,1.1182284518415724,1.1197923421859741,232704,0.0,0.0
1972-06-12,1.1197921505077577,1.1291758682271422,1.1151003293739803,1.1260480880737305,182116,0.0,0.0
1972-06-13,1.1291761427554643,1.1448158018431775,1.1291761427554643,1.1416878700256348,203616,0.0,0.0
1972-06-14,1.1448159547308812,1.1573275327682495,1.1448159547308812,1.1573275327682495,168204,0.0,0.0
1972-06-15,1.1573271011682962,1.1776585776635193,1.1573271011682962,1.1604551076889038,699376,0.0,0.0
1972-06-16,1.1604550034464307,1.16201896884033,1.1557630318129095,1.158890962600708,54382,0.0,0.0
1972-06-19,1.1588910470500506,1.162019053517613,1.1526353359222412,1.1526353359222412,159351,0.0,0.0
1972-06-20,1.15419906641901,1.1604550034464307,1.15419906641901,1.158890962600708,56911,0.0,0.0
1972-06-21,1.1588907915650408,1.169838547706604,1.1588907915650408,1.169838547706604,112558,0.0,0.0
1972-06-22,1.1698387203580032,1.171402534848256,1.158890962600708,1.158890962600708,73352,0.0,0.0
1972-06-23,1.1588910803671333,1.1604551213717937,1.1479433969491586,1.1557631492614746,106234,0.0,0.0
1972-06-26,1.1582788463627387,1.1582788463627387,1.1441341638565063,1.1441341638565063,74617,0.035582,0.0
1972-06-27,1.144133320504078,1.1472766399383545,1.144133320504078,1.1472766399383545,118881,0.0,0.0
1972-06-28,1.1457044558459752,1.1457044558459752,1.134703108599415,1.1378463506698608,241556,0.0,0.0
